ISO3,Disease,YEAR,Total_Participants,Total_Studies
ALB,Neurological disorders,2015.0,154.0,1
ALB,Osteoarthritis,2023.0,76.0,1
ALB,Other cardiovascular and circulatory diseases,2015.0,10.0,1
ALB,Other neurological disorders,2015.0,154.0,1
ALB,Sense organ diseases,2015.0,10.0,1
ARE,Cardiovascular diseases,2018.0,24.0,1
ARE,Chronic kidney disease,2015.0,87.0,1
ARE,Chronic respiratory diseases,2021.0,2.848589917,1
ARE,Chronic respiratory diseases,2022.0,1.380535446,1
ARE,Diabetes and kidney diseases,2005.0,52.0,1
ARE,Diabetes and kidney diseases,2013.0,124.56919309,2
ARE,Diabetes and kidney diseases,2015.0,87.0,1
ARE,Diabetes and kidney diseases,2016.0,446.0,1
ARE,Diabetes and kidney diseases,2017.0,439.0,1
ARE,Diabetes and kidney diseases,2024.0,574.0,2
ARE,Diabetes mellitus,2005.0,52.0,1
ARE,Diabetes mellitus,2013.0,124.56919309,2
ARE,Diabetes mellitus,2015.0,87.0,1
ARE,Diabetes mellitus,2016.0,446.0,1
ARE,Diabetes mellitus,2017.0,439.0,1
ARE,Diabetes mellitus,2024.0,574.0,2
ARE,Lower respiratory infections,2021.0,2.848589917,1
ARE,Lower respiratory infections,2022.0,1.380535446,1
ARE,Maternal and neonatal disorders,2018.0,24.0,1
ARE,Maternal and neonatal disorders,2021.0,2.848589917,1
ARE,Maternal and neonatal disorders,2022.0,64.380535446,2
ARE,Maternal disorders,2021.0,2.848589917,1
ARE,Maternal disorders,2022.0,127.380535446,2
ARE,Multiple myeloma,2024.0,180.0,1
ARE,Neonatal disorders,2018.0,48.0,1
ARE,Neonatal disorders,2021.0,5.697179834,1
ARE,Neonatal disorders,2022.0,2.761070892,1
ARE,Neoplasms,2023.0,254.0,1
ARE,Neoplasms,2024.0,180.0,1
ARE,Nutritional deficiencies,2007.0,178.0,1
ARE,Nutritional deficiencies,2009.0,90.0,1
ARE,Nutritional deficiencies,2015.0,87.0,1
ARE,Nutritional deficiencies,2022.0,545.0,1
ARE,Other neoplasms,2023.0,508.0,1
ARE,Other nutritional deficiencies,2007.0,178.0,1
ARE,Other nutritional deficiencies,2009.0,90.0,1
ARE,Other nutritional deficiencies,2015.0,87.0,1
ARE,Other nutritional deficiencies,2022.0,545.0,1
ARE,Respiratory infections and tuberculosis,2021.0,2.848589917,1
ARE,Respiratory infections and tuberculosis,2022.0,1.380535446,1
ARE,Upper respiratory infections,2021.0,2.848589917,1
ARE,Upper respiratory infections,2022.0,1.380535446,1
ARG,Alzheimer's disease and other dementias,2020.0,181.0,1
ARG,Alzheimer's disease and other dementias,2023.0,20.0,1
ARG,Anxiety disorders,2011.0,190.0,1
ARG,Asthma,2000.0,355.0,1
ARG,Asthma,2007.0,33.82886808,1
ARG,Asthma,2012.0,143.0,1
ARG,Atrial fibrillation and flutter,2011.0,15.31775136,1
ARG,Attention-deficit/hyperactivity disorder,2020.0,82.0,1
ARG,Autism spectrum disorders,2024.0,16.57078132,1
ARG,Blindness and vision loss,2003.0,184.0,1
ARG,Blindness and vision loss,2013.0,3.920632248,1
ARG,Blindness and vision loss,2024.0,160.0,1
ARG,Breast cancer,2008.0,32.71332382,1
ARG,Breast cancer,2022.0,120.0,1
ARG,Breast cancer,2024.0,144.0,1
ARG,Cardiovascular diseases,2001.0,450.0,1
ARG,Cardiovascular diseases,2003.0,77.46047747,1
ARG,Cardiovascular diseases,2004.0,301.0,1
ARG,Cardiovascular diseases,2005.0,470.0,2
ARG,Cardiovascular diseases,2006.0,26.0,1
ARG,Cardiovascular diseases,2010.0,41.99847341,1
ARG,Cardiovascular diseases,2011.0,25.75176009,2
ARG,Cardiovascular diseases,2013.0,1.960316124,1
ARG,Cardiovascular diseases,2015.0,36.59308348,1
ARG,Cardiovascular diseases,2017.0,143.0,1
ARG,Cardiovascular diseases,2018.0,143.0,1
ARG,Cardiovascular diseases,2019.0,195.0,1
ARG,Cardiovascular diseases,2020.0,100.0,1
ARG,Cardiovascular diseases,2021.0,143.0,1
ARG,Cardiovascular diseases,2022.0,58.0,1
ARG,Chagas disease,2015.0,39.0,1
ARG,Chagas disease,2017.0,17.37908522,1
ARG,Chagas disease,2020.0,240.0,1
ARG,Chagas disease,2021.0,24.0,1
ARG,Chagas disease,2023.0,330.0,1
ARG,Chronic obstructive pulmonary disease,2023.0,20.0,1
ARG,Chronic respiratory diseases,2000.0,355.0,1
ARG,Chronic respiratory diseases,2006.0,101.0,1
ARG,Chronic respiratory diseases,2007.0,33.82886808,1
ARG,Chronic respiratory diseases,2011.0,188.0,1
ARG,Chronic respiratory diseases,2012.0,143.0,1
ARG,Chronic respiratory diseases,2017.0,9.125800754,1
ARG,Chronic respiratory diseases,2018.0,14.03354165,1
ARG,Chronic respiratory diseases,2021.0,602.63287742,4
ARG,Chronic respiratory diseases,2022.0,155.0,3
ARG,Chronic respiratory diseases,2023.0,22.905688517999998,2
ARG,Cirrhosis and other chronic liver diseases,2005.0,450.0,1
ARG,Colon and rectum cancer,2015.0,3.823324968,1
ARG,Colon and rectum cancer,2023.0,1500.0,1
ARG,Cystic echinococcosis,2005.0,176.0,1
ARG,Dengue,2021.0,239.0,1
ARG,Depressive disorders,2014.0,75.32966366,1
ARG,Depressive disorders,2019.0,486.0,1
ARG,Diabetes and kidney diseases,2013.0,7.51239789,1
ARG,Diabetes and kidney diseases,2015.0,13.282746,1
ARG,Diabetes and kidney diseases,2019.0,23.0,1
ARG,Diabetes and kidney diseases,2023.0,117.63858865,2
ARG,Diabetes mellitus,2013.0,7.51239789,1
ARG,Diabetes mellitus,2015.0,13.282746,1
ARG,Diabetes mellitus,2019.0,23.0,1
ARG,Diabetes mellitus,2023.0,117.63858865,2
ARG,Digestive diseases,2005.0,450.0,1
ARG,Digestive diseases,2011.0,188.0,1
ARG,Digestive diseases,2014.0,18.85519703,1
ARG,Digestive diseases,2015.0,300.0,1
ARG,Digestive diseases,2022.0,317.0,1
ARG,Gallbladder and biliary diseases,2015.0,300.0,1
ARG,HIV/AIDS,2010.0,24.0,1
ARG,HIV/AIDS,2011.0,69.14900167,1
ARG,HIV/AIDS,2012.0,18.0,1
ARG,HIV/AIDS,2016.0,120.0,1
ARG,HIV/AIDS,2018.0,61.57861275,1
ARG,HIV/AIDS,2019.0,162.0,1
ARG,HIV/AIDS,2021.0,38.0,1
ARG,HIV/AIDS and sexually transmitted infections,2010.0,24.0,1
ARG,HIV/AIDS and sexually transmitted infections,2011.0,69.14900167,1
ARG,HIV/AIDS and sexually transmitted infections,2012.0,18.0,1
ARG,HIV/AIDS and sexually transmitted infections,2016.0,120.0,1
ARG,HIV/AIDS and sexually transmitted infections,2018.0,61.57861275,1
ARG,HIV/AIDS and sexually transmitted infections,2019.0,255.31704424999998,2
ARG,HIV/AIDS and sexually transmitted infections,2021.0,38.0,1
ARG,Headache disorders,2024.0,66.93057586,1
ARG,Idiopathic developmental intellectual disability,2013.0,62.0,1
ARG,Idiopathic epilepsy,2000.0,355.0,1
ARG,Inflammatory bowel disease,2022.0,317.0,1
ARG,"Inguinal, femoral, and abdominal hernia",2011.0,188.0,1
ARG,Ischemic heart disease,2001.0,450.0,1
ARG,Ischemic heart disease,2003.0,77.46047747,1
ARG,Ischemic heart disease,2004.0,301.0,1
ARG,Ischemic heart disease,2005.0,450.0,1
ARG,Ischemic heart disease,2006.0,26.0,1
ARG,Ischemic heart disease,2010.0,41.99847341,1
ARG,Ischemic heart disease,2020.0,100.0,1
ARG,Leukemia,2003.0,135.0,1
ARG,Lower respiratory infections,2021.0,602.63287742,4
ARG,Lower respiratory infections,2022.0,155.0,3
ARG,Lower respiratory infections,2023.0,2.905688518,1
ARG,Maternal and neonatal disorders,2005.0,158.3276398,1
ARG,Maternal and neonatal disorders,2008.0,19.0,1
ARG,Maternal and neonatal disorders,2009.0,11323.0,1
ARG,Maternal and neonatal disorders,2010.0,150.0,1
ARG,Maternal and neonatal disorders,2011.0,198.43400873,2
ARG,Maternal and neonatal disorders,2012.0,1492.448571143,2
ARG,Maternal and neonatal disorders,2015.0,2532.8814464800002,2
ARG,Maternal and neonatal disorders,2016.0,314.8503854,1
ARG,Maternal and neonatal disorders,2017.0,278.0,2
ARG,Maternal and neonatal disorders,2018.0,207.75015506,2
ARG,Maternal and neonatal disorders,2019.0,810.0,3
ARG,Maternal and neonatal disorders,2021.0,745.63287742,5
ARG,Maternal and neonatal disorders,2022.0,155.0,3
ARG,Maternal and neonatal disorders,2023.0,2.905688518,1
ARG,Maternal disorders,2008.0,38.0,1
ARG,Maternal disorders,2009.0,33969.0,1
ARG,Maternal disorders,2012.0,2984.897142286,2
ARG,Maternal disorders,2015.0,7488.865089000001,1
ARG,Maternal disorders,2016.0,629.7007708,1
ARG,Maternal disorders,2017.0,270.0,1
ARG,Maternal disorders,2019.0,1230.0,2
ARG,Maternal disorders,2021.0,602.63287742,4
ARG,Maternal disorders,2022.0,155.0,3
ARG,Maternal disorders,2023.0,2.905688518,1
ARG,Mental disorders,2011.0,190.0,1
ARG,Mental disorders,2013.0,62.0,1
ARG,Mental disorders,2014.0,37.66483183,1
ARG,Mental disorders,2019.0,162.0,1
ARG,Mental disorders,2020.0,82.0,1
ARG,Mental disorders,2024.0,16.57078132,1
ARG,Musculoskeletal disorders,2011.0,188.0,1
ARG,Musculoskeletal disorders,2014.0,18.85519703,1
ARG,Musculoskeletal disorders,2018.0,64.75015506,1
ARG,Neck pain,2018.0,64.75015506,1
ARG,Neglected tropical diseases and malaria,2005.0,176.0,1
ARG,Neglected tropical diseases and malaria,2015.0,39.0,1
ARG,Neglected tropical diseases and malaria,2017.0,23.619438115,2
ARG,Neglected tropical diseases and malaria,2020.0,240.0,1
ARG,Neglected tropical diseases and malaria,2021.0,263.0,2
ARG,Neglected tropical diseases and malaria,2023.0,1181.0,2
ARG,Neonatal disorders,2005.0,316.6552796,1
ARG,Neonatal disorders,2010.0,300.0,1
ARG,Neonatal disorders,2011.0,584.86801746,2
ARG,Neonatal disorders,2015.0,73.18616696,1
ARG,Neonatal disorders,2017.0,286.0,1
ARG,Neonatal disorders,2018.0,415.50031012,2
ARG,Neonatal disorders,2019.0,390.0,1
ARG,Neonatal disorders,2021.0,1491.26575484,5
ARG,Neonatal disorders,2022.0,310.0,3
ARG,Neonatal disorders,2023.0,5.811377036,1
ARG,Neoplasms,2000.0,27.0,1
ARG,Neoplasms,2002.0,26.0,1
ARG,Neoplasms,2003.0,135.0,1
ARG,Neoplasms,2006.0,101.0,1
ARG,Neoplasms,2007.0,39.76784609,1
ARG,Neoplasms,2008.0,32.71332382,1
ARG,Neoplasms,2015.0,3.823324968,1
ARG,Neoplasms,2022.0,120.0,1
ARG,Neoplasms,2023.0,1510.95381371,2
ARG,Neoplasms,2024.0,144.0,1
ARG,Neurological disorders,2000.0,355.0,1
ARG,Neurological disorders,2013.0,62.0,1
ARG,Neurological disorders,2017.0,6.240352895,1
ARG,Neurological disorders,2018.0,64.75015506,1
ARG,Neurological disorders,2019.0,162.0,1
ARG,Neurological disorders,2020.0,181.0,1
ARG,Neurological disorders,2023.0,20.0,1
ARG,Neurological disorders,2024.0,33.46528793,1
ARG,Non-Hodgkin lymphoma,2000.0,54.0,1
ARG,Other cardiovascular and circulatory diseases,2011.0,15.31775136,1
ARG,Other cardiovascular and circulatory diseases,2013.0,1.960316124,1
ARG,Other chronic respiratory diseases,2017.0,9.125800754,1
ARG,Other digestive diseases,2011.0,188.0,1
ARG,Other mental disorders,2013.0,62.0,1
ARG,Other mental disorders,2014.0,37.66483183,1
ARG,Other musculoskeletal disorders,2011.0,188.0,1
ARG,Other musculoskeletal disorders,2014.0,18.85519703,1
ARG,Other neglected tropical diseases,2005.0,176.0,1
ARG,Other neoplasms,2000.0,54.0,1
ARG,Other neoplasms,2002.0,52.0,1
ARG,Other neoplasms,2006.0,202.0,1
ARG,Other neoplasms,2007.0,79.53569218,1
ARG,Other neoplasms,2015.0,7.646649936,1
ARG,Other neoplasms,2023.0,4521.90762742,2
ARG,Other neurological disorders,2013.0,62.0,1
ARG,Other neurological disorders,2017.0,6.240352895,1
ARG,Other neurological disorders,2018.0,64.75015506,1
ARG,Other neurological disorders,2019.0,162.0,1
ARG,Other neurological disorders,2023.0,20.0,1
ARG,Other skin and subcutaneous diseases,2010.0,150.0,1
ARG,Parkinson's disease,2013.0,62.0,1
ARG,Parkinson's disease,2023.0,20.0,1
ARG,Prostate cancer,2000.0,27.0,1
ARG,Respiratory infections and tuberculosis,2006.0,22.0,1
ARG,Respiratory infections and tuberculosis,2021.0,602.63287742,4
ARG,Respiratory infections and tuberculosis,2022.0,155.0,3
ARG,Respiratory infections and tuberculosis,2023.0,2.905688518,1
ARG,Schizophrenia,2024.0,16.57078132,1
ARG,Sense organ diseases,2003.0,92.0,1
ARG,Sense organ diseases,2013.0,1.960316124,1
ARG,Sense organ diseases,2024.0,80.0,1
ARG,Sexually transmitted infections excluding HIV,2018.0,246.314451,1
ARG,Sexually transmitted infections excluding HIV,2019.0,186.6340885,1
ARG,Skin and subcutaneous diseases,2010.0,150.0,1
ARG,Stroke,2010.0,83.99694682,1
ARG,"Tracheal, bronchus, and lung cancer",2023.0,10.95381371,1
ARG,Tuberculosis,2006.0,44.0,1
ARG,Upper digestive system diseases,2011.0,376.0,1
ARG,Upper respiratory infections,2021.0,602.63287742,4
ARG,Upper respiratory infections,2022.0,155.0,3
ARG,Upper respiratory infections,2023.0,2.905688518,1
ARG,Yellow fever,2017.0,6.240352895,1
ARG,Yellow fever,2023.0,851.0,1
ARM,Respiratory infections and tuberculosis,2015.0,380.0,1
ARM,Respiratory infections and tuberculosis,2020.0,385.0,1
ARM,Tuberculosis,2015.0,760.0,1
ARM,Tuberculosis,2020.0,770.0,1
ASM,Diabetes and kidney diseases,2013.0,104.0,1
ASM,Diabetes and kidney diseases,2014.0,268.0,1
ASM,Diabetes and kidney diseases,2015.0,268.0,1
ASM,Diabetes and kidney diseases,2019.0,432.0,1
ASM,Diabetes mellitus,2013.0,104.0,1
ASM,Diabetes mellitus,2014.0,268.0,1
ASM,Diabetes mellitus,2015.0,268.0,1
ASM,Diabetes mellitus,2019.0,432.0,1
AUS,Acne vulgaris,2001.0,22.69974671,1
AUS,Acne vulgaris,2007.0,43.0,1
AUS,Acne vulgaris,2019.0,6.675792875,1
AUS,Age-related and other hearing loss,2008.0,103.0,1
AUS,Age-related and other hearing loss,2013.0,718.0,5
AUS,Age-related and other hearing loss,2016.0,126.0,1
AUS,Age-related and other hearing loss,2017.0,300.0,1
AUS,Age-related and other hearing loss,2020.0,82.0,1
AUS,Age-related and other hearing loss,2023.0,132.0,1
AUS,Age-related and other hearing loss,2024.0,540.0,2
AUS,Alcohol use disorders,2011.0,425.0,1
AUS,Alcohol use disorders,2012.0,1920.0,1
AUS,Alcohol use disorders,2013.0,1550.0,2
AUS,Alcohol use disorders,2014.0,459.0,2
AUS,Alcohol use disorders,2015.0,141.0,1
AUS,Alcohol use disorders,2016.0,394.0,2
AUS,Alcohol use disorders,2017.0,1198.0,2
AUS,Alcohol use disorders,2018.0,470.0,2
AUS,Alcohol use disorders,2019.0,815.0,2
AUS,Alcohol use disorders,2021.0,583.0,2
AUS,Alcohol use disorders,2022.0,1775.0,4
AUS,Alcohol use disorders,2023.0,541.0,2
AUS,Alcohol use disorders,2024.0,44.0,2
AUS,Alopecia areata,2021.0,32.0,1
AUS,Alzheimer's disease and other dementias,2004.0,282.0,1
AUS,Alzheimer's disease and other dementias,2006.0,276.0,1
AUS,Alzheimer's disease and other dementias,2008.0,577.0998604920001,3
AUS,Alzheimer's disease and other dementias,2009.0,369.0,2
AUS,Alzheimer's disease and other dementias,2010.0,746.0,4
AUS,Alzheimer's disease and other dementias,2011.0,611.0,3
AUS,Alzheimer's disease and other dementias,2012.0,646.0,5
AUS,Alzheimer's disease and other dementias,2013.0,19870.0,6
AUS,Alzheimer's disease and other dementias,2014.0,260.0,2
AUS,Alzheimer's disease and other dementias,2015.0,601.0,5
AUS,Alzheimer's disease and other dementias,2016.0,252.0,3
AUS,Alzheimer's disease and other dementias,2017.0,19865.0,4
AUS,Alzheimer's disease and other dementias,2018.0,19988.0,5
AUS,Alzheimer's disease and other dementias,2019.0,570.0,7
AUS,Alzheimer's disease and other dementias,2020.0,1470.0,6
AUS,Alzheimer's disease and other dementias,2021.0,524.18896878,5
AUS,Alzheimer's disease and other dementias,2022.0,9346.0,4
AUS,Alzheimer's disease and other dementias,2023.0,541.0,3
AUS,Alzheimer's disease and other dementias,2024.0,1658.001298701,9
AUS,Anxiety disorders,2001.0,268.0,1
AUS,Anxiety disorders,2002.0,147.0,1
AUS,Anxiety disorders,2004.0,277.0,2
AUS,Anxiety disorders,2005.0,141.0,1
AUS,Anxiety disorders,2006.0,620.0,3
AUS,Anxiety disorders,2007.0,200.0,1
AUS,Anxiety disorders,2010.0,2157.0,8
AUS,Anxiety disorders,2011.0,1163.0,5
AUS,Anxiety disorders,2012.0,693.55771922,4
AUS,Anxiety disorders,2013.0,3576.0,9
AUS,Anxiety disorders,2014.0,3765.0,15
AUS,Anxiety disorders,2015.0,2967.0,15
AUS,Anxiety disorders,2016.0,2643.440612449,19
AUS,Anxiety disorders,2017.0,1851.0,8
AUS,Anxiety disorders,2018.0,2026.0,7
AUS,Anxiety disorders,2019.0,1677.0,5
AUS,Anxiety disorders,2020.0,1325.9973369680001,10
AUS,Anxiety disorders,2021.0,3685.425045882,11
AUS,Anxiety disorders,2022.0,997.55074946,8
AUS,Anxiety disorders,2023.0,2855.431334492,17
AUS,Anxiety disorders,2024.0,3395.0,14
AUS,Appendicitis,2000.0,302.0,1
AUS,Appendicitis,2004.0,19.3485689,1
AUS,Appendicitis,2007.0,47.19283203,1
AUS,Appendicitis,2016.0,280.0,2
AUS,Appendicitis,2020.0,130.0,1
AUS,Appendicitis,2024.0,10.0,1
AUS,Asthma,2001.0,272.0,1
AUS,Asthma,2002.0,80.0,2
AUS,Asthma,2003.0,174.0,1
AUS,Asthma,2004.0,996.0,1
AUS,Asthma,2005.0,58.0,1
AUS,Asthma,2006.0,78.0,1
AUS,Asthma,2007.0,453.0,2
AUS,Asthma,2008.0,207.0,2
AUS,Asthma,2010.0,230.0,1
AUS,Asthma,2011.0,497.0,2
AUS,Asthma,2012.0,518.0,3
AUS,Asthma,2013.0,16012.0,2
AUS,Asthma,2014.0,1379.0,5
AUS,Asthma,2015.0,402.0,2
AUS,Asthma,2016.0,280.0,2
AUS,Asthma,2017.0,178.0,2
AUS,Asthma,2018.0,400.0,1
AUS,Asthma,2019.0,155.0,2
AUS,Asthma,2020.0,30.0,1
AUS,Asthma,2021.0,43.0,2
AUS,Asthma,2022.0,103.0,2
AUS,Asthma,2023.0,457.0,1
AUS,Asthma,2024.0,439.0,1
AUS,Atrial fibrillation and flutter,2003.0,99.0,1
AUS,Atrial fibrillation and flutter,2008.0,22.35485523,1
AUS,Atrial fibrillation and flutter,2009.0,48.0,1
AUS,Atrial fibrillation and flutter,2011.0,2117.0,2
AUS,Atrial fibrillation and flutter,2013.0,3.544062433,1
AUS,Atrial fibrillation and flutter,2014.0,500.0,1
AUS,Atrial fibrillation and flutter,2016.0,393.0,1
AUS,Atrial fibrillation and flutter,2017.0,335.0,1
AUS,Atrial fibrillation and flutter,2019.0,335.0,1
AUS,Atrial fibrillation and flutter,2020.0,179.0,1
AUS,Atrial fibrillation and flutter,2021.0,558.0,4
AUS,Atrial fibrillation and flutter,2023.0,984.0,4
AUS,Atrial fibrillation and flutter,2024.0,200.0,1
AUS,Attention-deficit/hyperactivity disorder,2005.0,63.0,1
AUS,Attention-deficit/hyperactivity disorder,2009.0,93.0,1
AUS,Attention-deficit/hyperactivity disorder,2010.0,218.0,1
AUS,Attention-deficit/hyperactivity disorder,2011.0,206.0,2
AUS,Attention-deficit/hyperactivity disorder,2013.0,42.0,1
AUS,Attention-deficit/hyperactivity disorder,2014.0,10.0,1
AUS,Attention-deficit/hyperactivity disorder,2015.0,462.0,3
AUS,Attention-deficit/hyperactivity disorder,2016.0,29.0,1
AUS,Attention-deficit/hyperactivity disorder,2017.0,320.0,1
AUS,Attention-deficit/hyperactivity disorder,2018.0,93.0,1
AUS,Attention-deficit/hyperactivity disorder,2019.0,228.0,1
AUS,Attention-deficit/hyperactivity disorder,2021.0,543.0,1
AUS,Attention-deficit/hyperactivity disorder,2022.0,993.0,3
AUS,Autism spectrum disorders,2010.0,40.0,1
AUS,Autism spectrum disorders,2011.0,250.0,1
AUS,Autism spectrum disorders,2014.0,146.0,1
AUS,Autism spectrum disorders,2015.0,100.997179744,2
AUS,Autism spectrum disorders,2016.0,168.0,1
AUS,Autism spectrum disorders,2018.0,88.788826024,2
AUS,Autism spectrum disorders,2019.0,218.0,2
AUS,Autism spectrum disorders,2020.0,319.0,4
AUS,Autism spectrum disorders,2021.0,386.0,4
AUS,Autism spectrum disorders,2022.0,559.0,5
AUS,Autism spectrum disorders,2023.0,256.0,4
AUS,Autism spectrum disorders,2024.0,466.0,2
AUS,Bacterial skin diseases,2007.0,412.0,1
AUS,Bacterial skin diseases,2014.0,2032.0,2
AUS,Bacterial skin diseases,2016.0,466.0,2
AUS,Bacterial skin diseases,2017.0,102.0,1
AUS,Bacterial skin diseases,2023.0,168.0,1
AUS,Bipolar disorder,2009.0,26.0,1
AUS,Bipolar disorder,2011.0,250.0,1
AUS,Bipolar disorder,2012.0,149.0,1
AUS,Bipolar disorder,2013.0,26.0,1
AUS,Bipolar disorder,2015.0,225.0,1
AUS,Bipolar disorder,2018.0,91.0,1
AUS,Bipolar disorder,2020.0,352.0,1
AUS,Bladder cancer,2015.0,500.0,1
AUS,Blindness and vision loss,2001.0,83.822782449,2
AUS,Blindness and vision loss,2002.0,456.0,2
AUS,Blindness and vision loss,2005.0,282.0,1
AUS,Blindness and vision loss,2006.0,112.0,1
AUS,Blindness and vision loss,2008.0,228.0,1
AUS,Blindness and vision loss,2010.0,1212.0,1
AUS,Blindness and vision loss,2011.0,95.36764665999999,2
AUS,Blindness and vision loss,2013.0,1436.0,4
AUS,Blindness and vision loss,2015.0,772.0,1
AUS,Blindness and vision loss,2016.0,216.0,1
AUS,Blindness and vision loss,2017.0,2126.0,3
AUS,Blindness and vision loss,2018.0,120.120774532,2
AUS,Blindness and vision loss,2020.0,333.58154568,2
AUS,Blindness and vision loss,2022.0,449.64415666,4
AUS,Blindness and vision loss,2023.0,144.0,1
AUS,Blindness and vision loss,2024.0,312.0,1
AUS,Brain and central nervous system cancer,2011.0,200.0,1
AUS,Brain and central nervous system cancer,2015.0,322.0,2
AUS,Brain and central nervous system cancer,2016.0,88.17166067,1
AUS,Breast cancer,2002.0,242.419157674,3
AUS,Breast cancer,2003.0,11.2698869,1
AUS,Breast cancer,2004.0,141.48545356,2
AUS,Breast cancer,2005.0,97.0,1
AUS,Breast cancer,2006.0,297.14342670999997,3
AUS,Breast cancer,2007.0,127.0,1
AUS,Breast cancer,2008.0,31.0,1
AUS,Breast cancer,2010.0,100.4030958,1
AUS,Breast cancer,2011.0,200.0,1
AUS,Breast cancer,2012.0,582.0,4
AUS,Breast cancer,2014.0,970.0,1
AUS,Breast cancer,2015.0,492.0,3
AUS,Breast cancer,2016.0,466.0,3
AUS,Breast cancer,2017.0,2342.64377968,6
AUS,Breast cancer,2018.0,1168.0,4
AUS,Breast cancer,2019.0,285.0,3
AUS,Breast cancer,2020.0,139.0,2
AUS,Breast cancer,2021.0,1878.0,4
AUS,Breast cancer,2022.0,1970.0,5
AUS,Breast cancer,2023.0,1291.774112757,4
AUS,Breast cancer,2024.0,1119.0,3
AUS,Cardiomyopathy and myocarditis,2023.0,84.0,1
AUS,Cardiovascular diseases,2000.0,156.4568318,2
AUS,Cardiovascular diseases,2001.0,9535.0,4
AUS,Cardiovascular diseases,2002.0,10.608081184,2
AUS,Cardiovascular diseases,2003.0,171.98183593,3
AUS,Cardiovascular diseases,2004.0,302.0,2
AUS,Cardiovascular diseases,2005.0,36.0,1
AUS,Cardiovascular diseases,2006.0,1244.76659015,8
